#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  60 384
# Band-Index:    1
   1.71116    -21.603783  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.75108    -21.603878  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.79099    -21.603935  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.83091    -21.603956  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
 
# Band-Index:    4
   1.83091    -21.603955  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.79099    -21.603934  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.75108    -21.603876  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.71116    -21.603780  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.67125    -21.603651  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.63133    -21.603495  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.59142    -21.603313  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.55150    -21.603111  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.51159    -21.602895  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.47167    -21.602671  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.43176    -21.602448  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.39184    -21.602229  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.35192    -21.602021  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.31201    -21.601830  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.27209    -21.601658  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.23218    -21.601513  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.19226    -21.601395  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.15235    -21.601307  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.11243    -21.601256  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.07252    -21.601238  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.07252    -21.601238  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.04430    -21.601247  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.01607    -21.601273  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   0.98785    -21.601317  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.95962    -21.601375  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.93140    -21.601447  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.90317    -21.601531  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.87495    -21.601625  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.84673    -21.601725  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.81850    -21.601830  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.79028    -21.601936  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.76205    -21.602041  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.73383    -21.602141  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.70561    -21.602235  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.67738    -21.602319  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.64916    -21.602390  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.62093    -21.602447  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.59271    -21.602490  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.56448    -21.602516  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.53626    -21.602525  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.53626    -21.602525  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.50804    -21.602535  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.47981    -21.602564  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.45159    -21.602611  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.42336    -21.602676  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.39514    -21.602755  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.36691    -21.602848  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.33869    -21.602951  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.31047    -21.603062  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.28224    -21.603179  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.25402    -21.603296  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.22579    -21.603412  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.19757    -21.603524  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.16935    -21.603628  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.14112    -21.603722  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.11290    -21.603802  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.08467    -21.603867  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.05645    -21.603915  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.02822    -21.603944  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.00000    -21.603955  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
 
# Band-Index:    5
   0.00000    -21.532190  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.02822    -21.532182  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.05645    -21.532162  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.08467    -21.532127  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.11290    -21.532079  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.14112    -21.532022  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.16935    -21.531953  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.19757    -21.531879  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.22579    -21.531798  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.25402    -21.531715  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.28224    -21.531630  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.31047    -21.531545  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.33869    -21.531466  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.36691    -21.531391  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.39514    -21.531324  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.42336    -21.531267  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.45159    -21.531220  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.47981    -21.531185  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.50804    -21.531164  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.53626    -21.531158  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.53626    -21.531158  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
